order_reference,payment_method,order_status,order_price_net_earnings,ride_distance,to_client_distance,total_ride_distance,lei_per_km_total,lei_per_km_ride,ride_duration,to_client_duration,total_ride_duration,lei_per_min_total,lei_per_min_ride,order_created_date,order_created_time,order_accepted_date,order_accepted_time,order_pickup_date,order_pickup_time,order_drop_off_date,order_drop_off_time,order_finished_date,order_finished_time,payment_confirmed_date,payment_confirmed_time,pickup_address,destination_address,order_cancelled_date,order_cancelled_time,order_no_show_date,order_no_show_time,order_stops,order_price_ride_price,order_price_commission,order_price_in_app_discount,order_price_booking_fee,order_price_cancellation_fee,order_price_cash_discount,order_price_tip,order_price_toll_fee,is_scheduled,price_review_reason,driver_cancelled_reason,category_info_name,category_info_vehicle_type,category_info_seats,vehicle_model
MzI1LTI0Mzc0ODUwMDQtMzE2MjQ1MTk0Mg,in_app,driver_did_not_respond,,,1.116,,,,,,,,,25-03-26,14:14:11,,,,,,,,,,,"Strada Gheorghe Petrașcu 10, Bucureşti 031596","Strada Brațului 28, Sector 2, Bucureşti",,,,,"[{""lat"": 44.430237, ""lng"": 26.148499, ""address"": ""Strada Gheorghe Petrașcu 10, Bucureşti 031596"", ""real_lat"": null, ""real_lng"": null, ""type"": ""pickup""}, {""lat"": 44.451044, ""lng"": 26.110441, ""address"": ""Strada Brațului 28, Sector 2, Bucureşti"", ""real_lat"": null, ""real_lng"": null, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDgyNDMwMTYtMzExNjg1NTA2Ng,in_app,driver_did_not_respond,,,0.188,,,,11.01666667,,,,,03-03-26,19:46:59,,,03-03-26,19:48:45,03-03-26,19:59:46,,,,,"Șoseaua Colentina 76, Bucureşti 021188","Strada Stejarului 99, Dobroești 077085",,,,,"[{""lat"": 44.468564, ""lng"": 26.14369, ""address"": ""Șoseaua Colentina 76, Bucureşti 021188"", ""real_lat"": 44.468513, ""real_lng"": 26.14371, ""type"": ""pickup""}, {""lat"": 44.469407, ""lng"": 26.178825, ""address"": ""Strada Stejarului 99, Dobroești 077085"", ""real_lat"": 44.469602, ""real_lng"": 26.178299, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MjQ3OTE1NjMtMzE0MjkwNzE0Mg,in_app,driver_did_not_respond,,,0.634,,,,11.08333333,,,,,15-03-26,22:19:46,,,15-03-26,22:22:30,15-03-26,22:33:35,,,,,"Strada Gheorghe Tattarescu 2, Bucureşti",Intrarea Cireșului 5,,,,,"[{""lat"": 44.428841, ""lng"": 26.152973, ""address"": ""Strada Gheorghe Tattarescu 2, Bucureşti"", ""real_lat"": 44.428806, ""real_lng"": 26.152983, ""type"": ""pickup""}, {""lat"": 44.465318, ""lng"": 26.166704, ""address"": ""Intrarea Cireșului 5"", ""real_lat"": 44.465969, ""real_lng"": 26.165466, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MjMyMjc3MTktMzE0MDI5NjAzMg,in_app,driver_did_not_respond,,,7.734,,,,21.58333333,,,,,14-03-26,20:20:30,,,14-03-26,20:28:19,14-03-26,20:49:54,,,,,"Aleea Teișani 292, București","Strada Petru Maior 56, Bucureşti 011264",,,,,"[{""lat"": 44.538311, ""lng"": 26.092812, ""address"": ""Aleea Teișani 292, București"", ""real_lat"": 44.538328, ""real_lng"": 26.092655, ""type"": ""pickup""}, {""lat"": 44.454485, ""lng"": 26.070026, ""address"": ""Strada Petru Maior 56, Bucureşti 011264"", ""real_lat"": 44.454789, ""real_lng"": 26.069766, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0Nzg5MzU0NTEtMzIyOTgxMzA2Mw,cash,driver_did_not_respond,,,2.991,,,,,,,,,24-04-26,23:39:49,,,,,,,,,,,"Strada Nicolae Coculescu nr.1C, Bucureşti 014361","Str. Luntrei 3, Bucureşti 023631",,,,,"[{""lat"": 44.485461, ""lng"": 26.099586, ""address"": ""Strada Nicolae Coculescu nr.1C, Bucureşti 014361"", ""real_lat"": null, ""real_lng"": null, ""type"": ""pickup""}, {""lat"": 44.462307, ""lng"": 26.130395, ""address"": ""Str. Luntrei 3, Bucureşti 023631"", ""real_lat"": null, ""real_lng"": null, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0OTI3MDAzNDMtMzI1MzUyMDg2Nw,business,driver_did_not_respond,,,1.874,,,,17.86666667,,,,,04-05-26,22:47:53,,,04-05-26,22:57:27,04-05-26,23:15:19,,,,,Calea Floreasca 131-137,Calea Rahovei 217,,,,,"[{""lat"": 44.461337, ""lng"": 26.100993, ""address"": ""Calea Floreasca 131-137"", ""real_lat"": 44.4611, ""real_lng"": 26.101037, ""type"": ""pickup""}, {""lat"": 44.416612, ""lng"": 26.080778, ""address"": ""Calea Rahovei 217"", ""real_lat"": 44.416775, ""real_lng"": 26.081162, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI1MjM2MzcwMDAtMzMwOTQzNzMyOQ,in_app,driver_did_not_respond,,,1.506,,,,12.11666667,,,,,25-05-26,23:30:13,,,25-05-26,23:32:56,25-05-26,23:45:03,,,,,"Strada Ienăchiță Văcărescu 13, Bucureşti","Str. Dr. Felix Iacob 14, Bucureşti 011037",,,,,"[{""lat"": 44.424857, ""lng"": 26.100385, ""address"": ""Strada Ienăchiță Văcărescu 13, Bucureşti"", ""real_lat"": 44.424803, ""real_lng"": 26.1003, ""type"": ""pickup""}, {""lat"": 44.449263, ""lng"": 26.081696, ""address"": ""Str. Dr. Felix Iacob 14, Bucureşti 011037"", ""real_lat"": 44.44916, ""real_lng"": 26.081677, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDkyNDMwODUtMzExODMxNjExOQ,in_app,driver_did_not_respond,,,1.156,,,,44.78333333,,,,,04-03-26,17:13:25,,,04-03-26,17:19:38,04-03-26,18:04:25,,,,,"Strada Seneslav Voievod 22, Bucureşti 023492","Back Entrance, Bucharest National Opera House",,,,,"[{""lat"": 44.455432, ""lng"": 26.131136, ""address"": ""Strada Seneslav Voievod 22, Bucureşti 023492"", ""real_lat"": 44.45547, ""real_lng"": 26.131187, ""type"": ""pickup""}, {""lat"": 44.43642, ""lng"": 26.079582, ""address"": ""Back Entrance, Bucharest National Opera House"", ""real_lat"": 44.435091, ""real_lng"": 26.079878, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI1MDI2MDE0NzMtMzI3MTA2NTUzNg,in_app,driver_did_not_respond,,,1.87,,,,8.433333333,,,,,11-05-26,22:40:24,,,11-05-26,22:47:35,11-05-26,22:56:01,,,,,"Strada Colonel Bordea Poenaru 2, Bucureşti","Strada General Christian Tell 26, Sector 1, Bucureşti",,,,,"[{""lat"": 44.428645, ""lng"": 26.095208, ""address"": ""Strada Colonel Bordea Poenaru 2, Bucureşti"", ""real_lat"": 44.428836, ""real_lng"": 26.095253, ""type"": ""pickup""}, {""lat"": 44.446343, ""lng"": 26.094376, ""address"": ""Strada General Christian Tell 26, Sector 1, Bucureşti"", ""real_lat"": 44.446158, ""real_lng"": 26.094215, ""type"": ""dropoff""}]",,,,,,,,,TRUE,,,Bolt Scheduled,car,3,Volkswagen Touran
MzI1LTI1MDI2NTk2NjAtMzI3MTE0NjI4Nw,business,driver_did_not_respond,,,3.805,,,,11.58333333,,,,,11-05-26,23:27:27,,,11-05-26,23:39:19,11-05-26,23:50:54,,,,,"World Class București Planet, Strada Emil Racoviță, Voluntari, Romania","Str. Ing. Zablovschi 73, Bucureşti 011312",,,,,"[{""lat"": 44.492307, ""lng"": 26.128838, ""address"": ""World Class București Planet, Strada Emil Racoviță, Voluntari, Romania"", ""real_lat"": 44.492118, ""real_lng"": 26.128995, ""type"": ""pickup""}, {""lat"": 44.458337, ""lng"": 26.070948, ""address"": ""Str. Ing. Zablovschi 73, Bucureşti 011312"", ""real_lat"": 44.45828, ""real_lng"": 26.070887, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI1MzY5OTI2NzUtMzMzNDc2MDQyNg,cash,driver_did_not_respond,,,6.688,,,,8.3,,,,,03-06-26,23:27:08,,,03-06-26,23:40:57,03-06-26,23:49:15,,,,,"Strada Marin Preda 23, Pantelimon 077145","Șoseaua Pantelimon 311A, Bucureşti 021622",,,,,"[{""lat"": 44.4628, ""lng"": 26.214794, ""address"": ""Strada Marin Preda 23, Pantelimon 077145"", ""real_lat"": 44.462808, ""real_lng"": 26.214765, ""type"": ""pickup""}, {""lat"": 44.44135, ""lng"": 26.179231, ""address"": ""Șoseaua Pantelimon 311A, Bucureşti 021622"", ""real_lat"": 44.441351, ""real_lng"": 26.179278, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0ODQzMjQ5MjItMzIzOTA4MTc2MA,cash,driver_did_not_respond,,,0.608,,,,25.46666667,,,,,28-04-26,21:37:46,,,28-04-26,21:43:28,28-04-26,22:08:56,,,,,"Bulevardul Tineretului 15, Bucureşti 040343","Strada Erou Iancu Nicolae 120, Voluntari 077190",,,,,"[{""lat"": 44.41176, ""lng"": 26.107358, ""address"": ""Bulevardul Tineretului 15, Bucureşti 040343"", ""real_lat"": 44.411748, ""real_lng"": 26.107365, ""type"": ""pickup""}, {""lat"": 44.515197, ""lng"": 26.118185, ""address"": ""Strada Erou Iancu Nicolae 120, Voluntari 077190"", ""real_lat"": 44.515172, ""real_lng"": 26.118119, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzQ2MDA4MjItMzIyMjg4MTAyNQ,in_app,driver_did_not_respond,,,0.458,,,,10,,,,,21-04-26,19:30:02,,,21-04-26,19:32:27,21-04-26,19:42:27,,,,,"Intrarea Ogradei 21, Bucureşti 050355","Sitraco Center, Bulevardul Dimitrie Cantemir, București, România",,,,,"[{""lat"": 44.388015, ""lng"": 26.089447, ""address"": ""Intrarea Ogradei 21, Bucureşti 050355"", ""real_lat"": 44.38817, ""real_lng"": 26.089527, ""type"": ""pickup""}, {""lat"": 44.425526, ""lng"": 26.104943, ""address"": ""Sitraco Center, Bulevardul Dimitrie Cantemir, București, România"", ""real_lat"": 44.425723, ""real_lng"": 26.10495, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI1MjcxODM3NzktMzMxNjAyMjQyNQ,in_app,driver_did_not_respond,,,1.75,,,,10.41666667,,,,,28-05-26,14:25:24,,,28-05-26,14:33:16,28-05-26,14:43:41,,,,,"Strada Luntrei 6, Bucureşti 023633","MINA - Museum of Immersive New Art, Strada George Constantinescu 2-4, Sector 2, Bucureşti",,,,,"[{""lat"": 44.462665, ""lng"": 26.130039, ""address"": ""Strada Luntrei 6, Bucureşti 023633"", ""real_lat"": 44.462625, ""real_lng"": 26.130012, ""type"": ""pickup""}, {""lat"": 44.478928, ""lng"": 26.116895, ""address"": ""MINA - Museum of Immersive New Art, Strada George Constantinescu 2-4, Sector 2, Bucureşti"", ""real_lat"": 44.478897, ""real_lng"": 26.116334, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDg4MTM0NTAtMzExNzcyOTk4Mg,in_app,driver_did_not_respond,,,3.071,,,,26.93333333,,,,,04-03-26,10:57:33,,,04-03-26,11:05:29,04-03-26,11:32:25,,,,,"Calea Giulești 337b, Bucureşti 060269","Clinica Ocuvista, Strada Vasile Lascăr, București, România",,,,,"[{""lat"": 44.46964, ""lng"": 26.023247, ""address"": ""Calea Giulești 337b, Bucureşti 060269"", ""real_lat"": 44.469605, ""real_lng"": 26.023272, ""type"": ""pickup""}, {""lat"": 44.451996, ""lng"": 26.112862, ""address"": ""Clinica Ocuvista, Strada Vasile Lascăr, București, România"", ""real_lat"": 44.452251, ""real_lng"": 26.111518, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI1Mzk1NTk1NjQtMzMzOTM3NDk5Mw,in_app,driver_did_not_respond,,,0.559,,,,,,,,,05-06-26,19:39:22,,,05-06-26,19:45:22,,,,,,,"Strada Iordan Bogdănescu 12, Bucureşti","Valea Dragului, Giurgiu, Romania",,,,,"[{""lat"": 44.39821, ""lng"": 26.092678, ""address"": ""Strada Iordan Bogdănescu 12, Bucureşti"", ""real_lat"": 44.39817, ""real_lng"": 26.092617, ""type"": ""pickup""}, {""lat"": 44.207164, ""lng"": 26.300508, ""address"": ""Valea Dragului, Giurgiu, Romania"", ""real_lat"": null, ""real_lng"": null, ""type"": ""dropoff""}, {""lat"": 44.320693, ""lng"": 26.10008, ""address"": null, ""real_lat"": 44.320693, ""real_lng"": 26.10008, ""type"": ""change_point""}, {""lat"": 44.20709, ""lng"": 26.299349, ""address"": ""Strada Rozelor, Valea Dragului, Giurgiu, România"", ""real_lat"": null, ""real_lng"": null, ""type"": ""dropoff""}, {""lat"": 44.320446, ""lng"": 26.100383, ""address"": null, ""real_lat"": 44.320446, ""real_lng"": 26.100383, ""type"": ""change_point""}, {""lat"": 44.207164, ""lng"": 26.300508, ""address"": ""Valea Dragului, Giurgiu, Romania"", ""real_lat"": 44.206876, ""real_lng"": 26.299613, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI1MzI4NDQxNDEtMzMyNjg3ODYyNw,in_app,driver_did_not_respond,,,0.969,,,,17.6,,,,,31-05-26,22:00:36,,,31-05-26,22:05:50,31-05-26,22:23:26,,,,,"Aleea Valea Salciei 1, Bucureşti 061915","Intrarea Orion 177, Domnești, România",,,,,"[{""lat"": 44.412392, ""lng"": 26.017629, ""address"": ""Aleea Valea Salciei 1, Bucureşti 061915"", ""real_lat"": 44.412371, ""real_lng"": 26.017508, ""type"": ""pickup""}, {""lat"": 44.40453, ""lng"": 25.992344, ""address"": ""Academia Simetric, Bragadiru, România"", ""real_lat"": 44.404604, ""real_lng"": 25.992381, ""type"": ""waypoint""}, {""lat"": 44.408509, ""lng"": 25.926586, ""address"": ""Intrarea Orion 177, Domnești, România"", ""real_lat"": 44.409052, ""real_lng"": 25.926159, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI1MzQzMTkxOTktMzMyOTgxNjgxNA,cash,driver_did_not_respond,,,1.558,,,,,,,,,02-06-26,0:48:51,,,,,,,,,,,"Strada George Enescu 27, Bucureşti 010303","Strada Vânători 5-11, Bucureşti 050136",,,,,"[{""lat"": 44.443536, ""lng"": 26.097602, ""address"": ""Strada George Enescu 27, Bucureşti 010303"", ""real_lat"": null, ""real_lng"": null, ""type"": ""pickup""}, {""lat"": 44.434746, ""lng"": 26.087466, ""address"": ""Piața Mihail Kogălniceanu 8, Sectorul 1, Bucureşti"", ""real_lat"": null, ""real_lng"": null, ""type"": ""waypoint""}, {""lat"": 44.42908, ""lng"": 26.094041, ""address"": ""Strada Vânători 5-11, Bucureşti 050136"", ""real_lat"": null, ""real_lng"": null, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI1MzQyNjgxODUtMzMyOTY5MTM4Mg,cash,driver_did_not_respond,,,4.403,,,,15.73333333,,,,,01-06-26,23:34:11,,,01-06-26,23:41:10,01-06-26,23:56:54,,,,,"Calea Vitan 199, Bucureşti 031286","Spitalul Clinic de Urgență București, Calea Floreasca, București, România",,,,,"[{""lat"": 44.414775, ""lng"": 26.132947, ""address"": ""Calea Vitan 199, Bucureşti 031286"", ""real_lat"": 44.414669, ""real_lng"": 26.132806, ""type"": ""pickup""}, {""lat"": 44.453891, ""lng"": 26.101687, ""address"": ""Spitalul Clinic de Urgență București, Calea Floreasca, București, România"", ""real_lat"": 44.45331, ""real_lng"": 26.100867, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDkxNDIzMTEtMzExODE3NTg0NA,in_app,driver_did_not_respond,,,6.149,,,,,,,,,04-03-26,15:49:32,,,,,,,,,,,"Bulevardul Pipera 200A, 077191","Strada Matei Basarab 35b, Voluntari, România",,,,,"[{""lat"": 44.530821, ""lng"": 26.143031, ""address"": ""Bulevardul Pipera 200A, 077191"", ""real_lat"": null, ""real_lng"": null, ""type"": ""pickup""}, {""lat"": 44.517239, ""lng"": 26.13362, ""address"": ""Strada Matei Basarab 35b, Voluntari, România"", ""real_lat"": null, ""real_lng"": null, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0Nzg5Mzg4OTgtMzIyOTgxNzU0NA,cash,driver_did_not_respond,,,2.271,,,,8.716666667,,,,,24-04-26,23:41:42,,,24-04-26,23:55:16,25-04-26,0:03:59,,,,,"Strada Piotr Ilici Ceaikovski 15A, Bucureşti 020262","Boogie Bar, Strada Popa Petre 36, Sectorul 2, Bucureşti",,,,,"[{""lat"": 44.46513, ""lng"": 26.108055, ""address"": ""Strada Piotr Ilici Ceaikovski 15A, Bucureşti 020262"", ""real_lat"": 44.465218, ""real_lng"": 26.108015, ""type"": ""pickup""}, {""lat"": 44.44079, ""lng"": 26.115955, ""address"": ""Boogie Bar, Strada Popa Petre 36, Sectorul 2, Bucureşti"", ""real_lat"": 44.441035, ""real_lng"": 26.115792, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI1MzQzMDg0MjUtMzMyOTc4OTE0Mg,cash,driver_did_not_respond,,,3.18,,,,,,,,,02-06-26,0:30:07,,,,,,,,,,,Intrarea Teiul Doamnei 1,"Intrarea Teiul Doamnei 1, Tei, Bucureşti",,,,,"[{""lat"": 44.464296, ""lng"": 26.127989, ""address"": ""Intrarea Teiul Doamnei 1, Bucureşti 023587"", ""real_lat"": null, ""real_lng"": null, ""type"": ""pickup""}, {""lat"": 44.478794, ""lng"": 26.152192, ""address"": ""Strada Fălticeni 43, Andronache, Bucureşti"", ""real_lat"": null, ""real_lng"": null, ""type"": ""waypoint""}, {""lat"": 44.464308, ""lng"": 26.127447, ""address"": ""Intrarea Teiul Doamnei 1, Tei, Bucureşti"", ""real_lat"": null, ""real_lng"": null, ""type"": ""dropoff""}, {""lat"": 44.464465, ""lng"": 26.127606, ""address"": ""Intrarea Teiul Doamnei 1"", ""real_lat"": null, ""real_lng"": null, ""type"": ""pickup""}, {""lat"": 44.478794, ""lng"": 26.152192, ""address"": ""Strada Fălticeni 43, Andronache, Bucureşti"", ""real_lat"": null, ""real_lng"": null, ""type"": ""waypoint""}, {""lat"": 44.464308, ""lng"": 26.127447, ""address"": ""Intrarea Teiul Doamnei 1, Tei, Bucureşti"", ""real_lat"": null, ""real_lng"": null, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzIyNjYwNTYtMzIxOTA1MDE1OQ,cash,driver_did_not_respond,,,0.823,,,,15.8,,,,,19-04-26,23:38:31,,,19-04-26,23:43:42,19-04-26,23:59:30,,,,,"Piața Roma / Strada Lipscani, Centrul Vechi","Drumul Gura Caliței 4-32, Titanul Nou, Bucureşti",,,,,"[{""lat"": 44.431955, ""lng"": 26.103329, ""address"": ""Piața Roma / Strada Lipscani, Centrul Vechi"", ""real_lat"": 44.431867, ""real_lng"": 26.103404, ""type"": ""pickup""}, {""lat"": 44.412124, ""lng"": 26.198076, ""address"": ""Drumul Gura Caliței 4-32, Titanul Nou, Bucureşti"", ""real_lat"": 44.412616, ""real_lng"": 26.198583, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0ODA2MTg0NDktMzIzMjcyMzEyOA,cash,driver_did_not_respond,,,1.348,,,,,,,,,25-04-26,23:59:00,,,,,,,,,,,"Strada Lucrețiu Pătrășcanu 1, Bucureşti 030501","Aleea Pantelimon 9, Bucureşti 022401",,,,,"[{""lat"": 44.430174, ""lng"": 26.166768, ""address"": ""Strada Lucrețiu Pătrășcanu 1, Bucureşti 030501"", ""real_lat"": null, ""real_lng"": null, ""type"": ""pickup""}, {""lat"": 44.442782, ""lng"": 26.181668, ""address"": ""Aleea Pantelimon 9, Bucureşti 022401"", ""real_lat"": null, ""real_lng"": null, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0ODAzNDgwNDEtMzIzMjI0NTM1MA,in_app,driver_did_not_respond,,,1.696,,,,16.35,,,,,25-04-26,21:09:50,,,25-04-26,21:14:18,25-04-26,21:30:39,,,,,"Parking, Grand Arena Mall, Bulevardul Metalurgiei 12-18","Strada Fluturilor 52-10, Berceni, Romania",,,,,"[{""lat"": 44.375143, ""lng"": 26.119431, ""address"": ""Parking, Grand Arena Mall, Bulevardul Metalurgiei 12-18"", ""real_lat"": 44.374992, ""real_lng"": 26.119579, ""type"": ""pickup""}, {""lat"": 44.319187, ""lng"": 26.168724, ""address"": ""Strada Fluturilor 52-10, Berceni, Romania"", ""real_lat"": 44.319255, ""real_lng"": 26.168702, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDkxNDYyNTYtMzExODE4MDg3NA,in_app,driver_did_not_respond,,,5.1,,,,30.18333333,,,,,04-03-26,15:52:31,,,04-03-26,16:01:26,04-03-26,16:31:37,,,,,Bulevardul Pipera 141,"Metrou Pipera, Sectorul 2, Bucureşti",,,,,"[{""lat"": 44.531105, ""lng"": 26.142725, ""address"": ""Bulevardul Pipera 141"", ""real_lat"": 44.531116, ""real_lng"": 26.142843, ""type"": ""pickup""}, {""lat"": 44.480756, ""lng"": 26.115685, ""address"": ""Metrou Pipera, Sectorul 2, Bucureşti"", ""real_lat"": 44.481263, ""real_lng"": 26.11708, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI1MzQxMTc2MDAtMzMyOTM2Mzg3OA,cash,driver_did_not_respond,,,1.981,,,,6.383333333,,,,,01-06-26,20:46:50,,,01-06-26,20:52:19,01-06-26,20:58:42,,,,,"Calea Floreasca 150, Bucureşti 014471","Șoseaua Nordului, Parcul Regele Mihai I al României",,,,,"[{""lat"": 44.466528, ""lng"": 26.102471, ""address"": ""Calea Floreasca 150, Bucureşti 014471"", ""real_lat"": 44.466518, ""real_lng"": 26.102445, ""type"": ""pickup""}, {""lat"": 44.483304, ""lng"": 26.085881, ""address"": ""Șoseaua Nordului, Parcul Regele Mihai I al României"", ""real_lat"": 44.483378, ""real_lng"": 26.085835, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0MDkxMzM1NjctMzExODE2MzY4Mw,in_app,driver_did_not_respond,,,5.041,,,,,,,,,04-03-26,15:42:31,,,,,,,,,,,Bulevardul Pipera 141,"CORE AND MORE, Residence5 Luxury Apartments, Strada Erou Iancu Nicolae, Voluntari, Romania",,,,,"[{""lat"": 44.531201, ""lng"": 26.142654, ""address"": ""Bulevardul Pipera 141"", ""real_lat"": null, ""real_lng"": null, ""type"": ""pickup""}, {""lat"": 44.514835, ""lng"": 26.117978, ""address"": ""CORE AND MORE, Residence5 Luxury Apartments, Strada Erou Iancu Nicolae, Voluntari, Romania"", ""real_lat"": null, ""real_lng"": null, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI1MzY5ODk4ODctMzMzNDc1NDI4OA,cash,driver_did_not_respond,,,6.205,,,,2.216666667,,,,,03-06-26,23:24:21,,,03-06-26,23:34:54,03-06-26,23:37:07,,,,,"Intrarea Rozmarin 1, Pantelimon 077145","Strada Vişinilor 30, Pantelimon, România",,,,,"[{""lat"": 44.451076, ""lng"": 26.19728, ""address"": ""Intrarea Rozmarin 1, Pantelimon 077145"", ""real_lat"": 44.451109, ""real_lng"": 26.197306, ""type"": ""pickup""}, {""lat"": 44.453704, ""lng"": 26.192237, ""address"": ""Strada Vişinilor 30, Pantelimon, România"", ""real_lat"": 44.453923, ""real_lng"": 26.19295, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0Njg1OTYxNzgtMzIxMjU4MTE5MA,cash,driver_did_not_respond,,,0.246,,,,57.45,,,,,17-04-26,17:10:05,,,17-04-26,17:11:59,17-04-26,18:09:26,,,,,"Strada Pascal Cristian, Inginer 14, Bucureşti 060221","Intrarea Somnului 15, Bucureşti",,,,,"[{""lat"": 44.449706, ""lng"": 26.055236, ""address"": ""Strada Pascal Cristian, Inginer 14, Bucureşti 060221"", ""real_lat"": 44.449847, ""real_lng"": 26.055254, ""type"": ""pickup""}, {""lat"": 44.448949, ""lng"": 26.167288, ""address"": ""Intrarea Somnului 15, Bucureşti"", ""real_lat"": 44.448551, ""real_lng"": 26.167028, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI1MDExMzkxNDYtMzI2ODMxNjczNQ,cash,driver_did_not_respond,,,1.318,,,,7.983333333,,,,,10-05-26,20:10:48,,,10-05-26,20:15:27,10-05-26,20:23:26,,,,,"Aleea Uioara 6, Bucureşti 041018","Str. Mihail Calinici 2, Bucureşti 052471",,,,,"[{""lat"": 44.379612, ""lng"": 26.105549, ""address"": ""Aleea Uioara 6, Bucureşti 041018"", ""real_lat"": 44.379546, ""real_lng"": 26.105503, ""type"": ""pickup""}, {""lat"": 44.389749, ""lng"": 26.07959, ""address"": ""Str. Mihail Calinici 2, Bucureşti 052471"", ""real_lat"": 44.389582, ""real_lng"": 26.079659, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI1MTkxMTY3MzktMzMwMDMyNTA1MQ,in_app,driver_did_not_respond,,,1.945,,,,17.3,,,,,23-05-26,2:36:17,,,23-05-26,2:53:35,23-05-26,3:10:53,,,,,"Șoseaua Virtuții 6, București 060786","Manuc's Inn, Old Town",,,,,"[{""lat"": 44.446104, ""lng"": 26.037422, ""address"": ""Șoseaua Virtuții 6, București 060786"", ""real_lat"": 44.446124, ""real_lng"": 26.037401, ""type"": ""pickup""}, {""lat"": 44.429241, ""lng"": 26.101654, ""address"": ""Manuc's Inn, Old Town"", ""real_lat"": 44.429159, ""real_lng"": 26.102186, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
MzI1LTI0NzIyODE5NjQtMzIxOTA4MzkyMA,cash,driver_did_not_respond,,,6.222,,,,,,,,,20-04-26,0:00:35,,,,,,,,,,,"DN1 38, București","Strada Constantin Godeanu 119, Sector 1, Bucureşti",,,,,"[{""lat"": 44.497458, ""lng"": 26.079646, ""address"": ""DN1 38, București"", ""real_lat"": null, ""real_lng"": null, ""type"": ""pickup""}, {""lat"": 44.49838, ""lng"": 26.02174, ""address"": ""Strada Constantin Godeanu 119, Sector 1, Bucureşti"", ""real_lat"": null, ""real_lng"": null, ""type"": ""dropoff""}]",,,,,,,,,FALSE,,,Bolt,car,3,Volkswagen Touran
